sku;family;groups;categories;attr_70;attr_38;attr_52;attr_23;attr_47;attr_17;attr_98-EUR;attr_98-USD;attr_63;attr_67;attr_67-unit;attr_29;attr_34;attr_54;attr_99;attr_79;attr_8;attr_89;attr_49;attr_20;attr_21;attr_53-en_US;attr_0-en_US-ecommerce;attr_0-en_US-print;attr_97;name;attr_33;attr_28-EUR;attr_28-USD;attr_41;attr_14-ecommerce;attr_14-print;attr_40;attr_13;attr_88;attr_39-en_US;attr_69;attr_58;attr_32;attr_62;attr_62-unit;attr_3-ecommerce;attr_3-print;attr_9-ecommerce;attr_9-print;attr_15;attr_59-ecommerce;attr_59-print;attr_19-EUR;attr_19-USD;attr_18;attr_71-EUR;attr_71-USD;attr_1;attr_86;attr_4;attr_66-EUR;attr_66-USD;attr_36;attr_11-EUR;attr_11-USD;attr_83-EUR;attr_83-USD;attr_43-en_US;attr_76;attr_27;attr_12;attr_78;attr_75-en_US;attr_56;attr_51;attr_46-ecommerce;attr_46-print;attr_96;attr_85;attr_82;attr_90;attr_57-en_US;attr_57-en_US-unit;attr_24;attr_77;attr_60;attr_42;attr_42-unit;attr_25;attr_35;attr_35-unit;attr_50;attr_44;attr_92-ecommerce;attr_92-print;attr_7;attr_30;attr_93;attr_5;attr_91;attr_2;attr_6;attr_68;attr_68-unit;attr_81-en_US-ecommerce;attr_81-en_US-print;attr_22;attr_22-unit;attr_87;attr_31;attr_73;attr_55;attr_48;attr_37;attr_61;attr_61-unit;attr_74;attr_45-en_US;attr_95;attr_95-unit;attr_94-en_US;attr_65;attr_10-EUR;attr_10-USD;attr_80;attr_16;attr_72;attr_26;attr_64;attr_84
id-3249;fam_8;;master_2_4_0,master_1_1_4;1;;;attr_opt_attr_231;;;;;;;;1;;111;0;1;;;attr_opt_attr_495;;;;attr_opt_attr_00;attr_opt_attr_08;;"Dolorum atque ut blanditiis.";;;;;;;;;;;;;;339;METER;;;1;1;attr_opt_attr_151;attr_opt_attr_594;attr_opt_attr_596;964;373;;503;680;;;;;;;;;33;135;1975-01-03;;10;;1;;;;;;;;;;962;METER;;;;802;METER;attr_opt_attr_258;755;METER;1;;"Nam ut veniam est sunt blanditiis.";"Deleniti et nulla ipsa id aut aut.";;;;;;;attr_opt_attr_64;182;METER;;;;;;;;;;;;;;;;;;885;620;303;;;1;;attr_opt_attr_647;
id-3250;fam_38;;master_6_4_3,master_5_0_5;;;;;;"Et temporibus temporibus nihil magni tempore.";;;;743;METER;;;;;;;;;;;;;;;"Voluptatem quo eveniet aspernatur sunt.";;;;;;;;0;;1988-02-27;"Voluptas quaerat optio veniam fugit repellat nisi.";"Hello world!";;;;;;;;attr_opt_attr_154;attr_opt_attr_591;attr_opt_attr_591;;;;95;911;;;;711;480;;847;382;;;;8;880;"Non dolores non quas autem voluptatem.";;;attr_opt_attr_568;1981-01-12;1976-06-12;1998-04-05;;"Labore laborum est ea quam vel.";;;;;778;;;971;METER;;;;;471;;;;;;;attr_opt_attr_911;;attr_opt_attr_68;770;METER;;;;;888;;;;;;263;METER;;1;7;METER;"Explicabo ipsum error earum est velit eum facere ad.";347;461;380;;;1;;;"Libero voluptas ut numquam."
id-3251;fam_10;;master_5_6,master_0_3_2;0;;;attr_opt_attr_234;1982-10-30;;88;806;;;;;;410;;;;;;2009-05-31;;;;;;"Atque animi eum recusandae tempore incidunt quasi ullam.";;;;;;;;;;1975-10-25;;;;169;METER;;;0;1;;;;;;;818;276;;;;;;"Aut aut recusandae qui vel.";;;;;;;;;;;;;;;;;;;659;METER;;;;;;attr_opt_attr_257;;;;;"Et autem nulla est harum ex deleniti.";"Molestias voluptas consequatur iusto sunt omnis ullam velit ut.";;;;;;101;attr_opt_attr_60;;;;;584;METER;;"Cum neque optio doloribus sint quo odit doloribus.";;;;;934;METER;1;;;;"Ducimus beatae omnis suscipit nihil.";606;;;;;;;;
id-3252;fam_43;;master_4_0_2,master_6_3_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-01-02;;;"Voluptate sunt quo ullam iste ut unde distinctio.";1;;;;;;;;;;;;;;;;;attr_opt_attr_254;;;;;;;"Occaecati ad deleniti hic eius dolor.";;;;;;;;;;;;;300;;;;;;;;;;203;METER;;;;;;;;;;"Dolores non officiis sint."
id-3253;fam_44;;master_6_6_6,master_5_2_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hello world!";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2003-03-05;2008-03-24;;;;;;;827;;;;;attr_opt_attr_258;;;1;;;;"Repellendus beatae tempore ea maxime et perspiciatis.";;;;attr_opt_attr_911;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
id-3254;fam_13;;master_4_1_0,master_4_6_2;0;2014-07-15;;attr_opt_attr_237;1983-04-06;;768;13;;218;METER;;;;;;;;;1995-10-22;;;;;;"Consequuntur ea sed eligendi.";;;;;;;;;1995-08-11;;;;;;;;;1;0;;;;;;;512;288;;;;;;;;;764;461;1982-02-22;236;832;"Distinctio voluptatem asperiores reiciendis possimus.";;"Natus ratione hic odio inventore repudiandae.";;;;;attr_opt_attr_969;"Natus pariatur esse animi ullam et.";;;;;;;"Iste quo atque sunt sed et et aut autem.";;;attr_opt_attr_255;;;;373;"Voluptatibus architecto est et ex vel reprehenderit fugit eum.";"Dignissimos aut a ea et asperiores facere et.";"Illum ut quia eius error voluptatem aut libero quia.";;;120;;142;;;;;;530;METER;;"Magni rerum totam aliquam quia fugit sit et.";;;;;;;;;;;"Sed autem recusandae velit error est.";;387;180;;;;;attr_opt_attr_649;"Quibusdam possimus praesentium laudantium."
id-3255;fam_16;;master_0_0_3,master_5_2_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;354;;"Amet similique magni nulla cumque.";;;;1989-11-24;;;;;;;;;;;;;;;;;;291;;;;;;;attr_opt_attr_918;;;;;;;145;METER;;;;;;;;;;0;;;;;;;;;1;;;
id-3256;fam_36;;master_0_2_5,master_4_1_3;;;attr_opt_attr_520;;;"Nemo dolorum atque recusandae rerum est aut.";208;34;;653;METER;;;;;;;;attr_opt_attr_496;;attr_opt_attr_215;;;;;"Sint amet necessitatibus voluptates ratione ut.";;587;536;;;;;1;;1995-04-18;"Itaque minima dicta maxime velit.";"Hello world!";;;;;;1;0;;;;;;;;;;;;;;;;;;;2005-11-15;589;344;;;"Optio non repellat omnis recusandae suscipit.";;1994-03-14;2014-02-25;2001-09-02;;"Distinctio impedit nam excepturi mollitia eveniet minus.";;;;;;;;;;attr_opt_attr_256;;;;;;;"Cum et a et suscipit nihil harum molestiae.";;;871;attr_opt_attr_918;;;452;METER;;;;;82;;;;;;;;1;0;;;;157;327;898;;;;;;
id-3257;fam_9;;master_2_5_0,master_4_3_4;;;;;;;661;310;;;;;;;;;;;;;;;attr_opt_attr_07;attr_opt_attr_00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;191;;;;;;;;;;;2012-03-25;1994-10-23;;;;;;;;;;;;;;;;;;;;;;;;;;864;METER;;;;;;;;;;;;;;;197;METER;;;;;;;1;;;
id-3258;fam_10;;master_0_2_2,master_3_3_4;1;;;attr_opt_attr_233;2006-06-07;;;;;;;;;530;;;;;;;;;;;;"Error aspernatur hic quia in culpa.";;;;;;;;;1980-04-18;1990-03-22;;;;828;METER;;;;;;;;;;;272;805;;;;317;940;"Suscipit perferendis velit dolore et.";;;666;211;;124;;;;"Ut et et et expedita inventore enim eligendi.";;1986-03-22;;;attr_opt_attr_960;;;;435;METER;;;;;;attr_opt_attr_250;;;;;"Dolore temporibus qui qui accusamus voluptatem.";"Maiores unde aliquid rem qui.";"Consequatur beatae aut qui at enim aut.";;;;attr_opt_attr_912;805;attr_opt_attr_69;;;;;;;;"Facilis cumque quia ut minus explicabo ut cupiditate.";;;;;493;METER;0;;;;;636;;;;;;;;
id-3259;fam_14;;master_0_4_3,master_6_6_0;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_04;attr_opt_attr_00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_962;;;;49;METER;;;"Est in distinctio non commodi.";;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;"Voluptatem autem illo eligendi distinctio.";;;;;;;;;
id-3260;fam_32;;master_2_1,master_0_0_3;0;;;;;;;;;;;;attr_opt_attr_341;;1;1;;;;1996-03-24;;;attr_opt_attr_01;attr_opt_attr_07;;"Autem praesentium magnam ea repudiandae est ipsum dolor.";;581;35;;;;;;;2002-01-04;;;;;;;;1;1;;attr_opt_attr_597;attr_opt_attr_590;386;55;;;;;;;179;956;;295;764;518;436;;;;;;;attr_opt_attr_569;;;;attr_opt_attr_967;;;;;;993;;"Odit voluptatibus nulla magnam consequatur eum itaque est.";;;;;;1;;"Recusandae necessitatibus reprehenderit ut tenetur eum.";"Aliquid consequuntur reprehenderit dicta.";;;"Quis laborum vel commodi.";;;;;339;METER;1;0;;;180;"Reprehenderit ipsam et voluptatem commodi.";;;;;287;METER;;;;;;;31;852;;;1;;;
id-3261;fam_24;;master_6_5_4,master_0_2_1;;;;;;;702;158;;;;;attr_opt_attr_343;148;;1;;;attr_opt_attr_490;2016-06-07;attr_opt_attr_211;;;;;"Ut tenetur cum omnis minima placeat ut commodi.";;;;;;;;;1997-09-01;;"Reiciendis debitis nam illum rerum inventore est magni.";"Hello world!";;;;;;;;;;;434;626;;336;54;;;;;;"Recusandae ut quos incidunt non.";;;956;280;;;;;;;;;2004-04-17;2016-05-21;;;;;;;781;;"Quia neque reprehenderit repudiandae.";981;METER;attr_opt_attr_255;810;METER;0;724;;;"Debitis velit voluptatem dolorem maiores et illum qui molestias.";;;;attr_opt_attr_912;852;;;;;;;;336;"Corporis natus non cum illum porro necessitatibus quia.";;;;;142;METER;;;;;;;6;148;;;1;;;"Eaque quos error expedita hic."
id-3262;fam_25;;master_4_0,master_1_0_3;;;;attr_opt_attr_237;;"Sed qui non quam consequatur.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Hello world!";;781;METER;1971-11-24;1989-06-25;;;;;;;;;221;304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-3263;fam_48;;master_4_5_0,master_0_3_1;;1978-10-02;attr_opt_attr_522;attr_opt_attr_238;;"Aut non quo quia recusandae non.";208;225;;482;METER;1;;325;;;;;;;;;;;;"Temporibus labore reprehenderit corrupti molestias omnis.";;;;;554;84;;;;;"Assumenda ipsam non qui quam ad hic aut.";;;;;2000-03-29;2013-04-12;;;attr_opt_attr_150;attr_opt_attr_594;attr_opt_attr_594;;;;;;;785;;;;;;;;;;;;;0;;attr_opt_attr_565;2002-05-02;;;;"Voluptas et ad impedit sit ipsam.";;;;;;;"Amet modi culpa veritatis omnis.";126;METER;;;;;570;"Est eaque eius repellat voluptas maiores.";"Odit placeat qui voluptatem architecto assumenda.";;;"Atque ipsam minima delectus odio deleniti provident provident.";973;;;;;;;;;;758;;;;;1991-03-15;;;0;1;;;;;;;;;1;;attr_opt_attr_645;
id-3264;fam_38;;master_6_3,master_0_3_3;;;attr_opt_attr_528;;;"Corporis et voluptatem ut enim doloremque ut corporis.";;;;452;METER;;;;;0;;;;;;;attr_opt_attr_05;attr_opt_attr_08;;"Nihil et dolores voluptatem animi voluptatem sequi eius quaerat.";;;;;;;;0;;1998-12-24;"Nulla magni reprehenderit quod maxime.";"Hello world!";;;;;;;;attr_opt_attr_154;;;;;;759;750;;;;861;854;;233;569;;;;;782;;;;attr_opt_attr_568;;2000-04-20;1996-08-02;attr_opt_attr_962;"Dolore sapiente optio aut maxime quae.";;;659;METER;710;;;511;METER;;;;;390;;;;;;;attr_opt_attr_915;;attr_opt_attr_69;237;METER;;;;;553;;;;;;388;METER;;0;686;METER;"Qui voluptatem tempora dolor aut.";681;234;279;;;1;;attr_opt_attr_645;"Exercitationem aliquid asperiores enim dignissimos aut."
id-3265;fam_22;;master_6_0,master_1_6_5;1;;;;1973-10-31;;921;575;;;;;;323;;;;;;;;;;;;"Nobis aliquam qui accusamus omnis tenetur.";;;;;;;;;;;"Vel maxime rem saepe harum ad nam.";;;24;METER;;;0;1;;;;816;563;;;;;376;;;;;;;34;730;;;;"Facere voluptate non aut voluptatem necessitatibus asperiores perferendis.";1;;attr_opt_attr_569;;;;;;;;324;METER;301;;;;;;;;;;;;;;;;;;;;;;;654;METER;;"Totam voluptatem quam voluptatem beatae.";;;;1980-02-26;91;METER;;0;;;"Excepturi similique alias est et.";748;;;;;0;;attr_opt_attr_649;"Reprehenderit blanditiis facilis facilis quam aut aperiam ullam."
id-3266;fam_0;;master_6_1_1,master_6_0_3;;1981-12-23;attr_opt_attr_526;;2011-04-12;"Enim hic alias deleniti.";141;564;;;;;;357;;0;;;;1988-03-23;;;attr_opt_attr_01;attr_opt_attr_06;;"Dolor nemo quam corporis accusamus.";;;;;62;357;;;;;"Sapiente harum magni placeat optio.";"Hello world!";;774;METER;;;0;0;attr_opt_attr_151;attr_opt_attr_590;attr_opt_attr_599;;;;334;464;;548;;;;;;;393;598;1985-08-05;;;;;;attr_opt_attr_561;1990-01-09;;;;;;;;;;;;122;METER;;;;;;"Quia cumque cumque consequuntur fugiat qui nulla odio dolor.";"Rerum numquam voluptatem error dolor ipsa.";;;;;;;;282;METER;;;213;METER;760;;;;;;;;;0;;;;;;;;;;;;"Et sapiente nobis explicabo corporis."
id-3267;fam_13;;master_6_6_5,master_0_0_1;;;;attr_opt_attr_235;;;;;;;;;;;;;;;;;;;;;;"Doloremque beatae adipisci voluptas voluptatem.";;;;;;;;;2004-03-09;;;;;;;;;;;;;;;;;;;;;;;;;;;455;38;1982-01-24;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_255;;;;;;;;;;;;;;;;0;1;18;METER;;;;;;;;;;;;;;;;;;;;;;
id-3268;fam_3;;master_5_1_1,master_6_4_1;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;284;752;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;4;696;;;;;;;;;;;;;attr_opt_attr_969;;;;;;;;;;;;;;0;;;;;;;575;;;;;;;;;;;;;;;;;;;;;;"Suscipit quia ad accusamus expedita ea illo.";;;;;;;;;
id-3269;fam_13;;master_1_1_5,master_5_3;0;2009-11-07;;attr_opt_attr_230;2015-03-29;;309;187;;989;METER;;;;;;;;;1990-05-26;attr_opt_attr_215;;;;;"Dolore aliquid cum sed excepturi necessitatibus.";;;;;;;;;1980-08-23;1975-04-24;;;;;;;;0;1;;;;;;;;;;;;;;;;;521;993;2015-11-09;831;767;"Aliquam occaecati deleniti debitis.";;"Reiciendis odio et sit sunt unde et recusandae.";;;;;attr_opt_attr_963;"Eum quod occaecati sapiente eveniet sequi.";;;;;;;;;;attr_opt_attr_252;;;;94;"Illum autem est eaque est minus magni accusantium.";"Libero excepturi doloremque porro non voluptatem id.";;;"Autem aut est dolores quae.";502;;625;;;;1;1;;;;;;;;;;;0;;;;"Voluptas aspernatur et cumque.";;663;400;;;;;attr_opt_attr_641;"Ut aut voluptatem ut facilis eveniet distinctio rem."
id-3270;fam_38;;master_2_3_3,master_5_1_4;;;;;;;;;;419;METER;;;;;;;;;;;;;;;;;;;;;;;;;2014-08-26;;;;;;;;;;;;;;;;;;;;;;;;73;221;;;;;;;;;attr_opt_attr_567;;;;attr_opt_attr_962;;;;;;;;;;;;;;;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Et dolor sunt iure natus rerum.";;891;875;;;;;;
id-3271;fam_45;;master_5_4_4,master_4_6_4;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_211;;;;;;;;;;;;;;;;;"Hello world!";;;;;;;;;;;701;39;;;;;;;;;;;;;;;;;;;;;1979-01-22;;;;;;;;;;;;;;;;;;865;;;;;;;;;;;;;;;;;;;;;2013-09-30;;;;;;;;;;;;;;;attr_opt_attr_649;
id-3272;fam_20;;master_5_3_6,master_5_4_1;;1970-07-09;attr_opt_attr_523;attr_opt_attr_230;;"Quae atque et dolorem perspiciatis architecto minima asperiores quas.";;;;182;METER;;attr_opt_attr_344;225;;;;;attr_opt_attr_497;;attr_opt_attr_219;;;;;"Ipsa ea neque omnis amet.";;;;;;;;;1973-03-31;;;"Hello world!";;766;METER;;;;;;;;;;;865;875;;63;"Ratione ut et molestiae voluptas odio dignissimos.";390;120;;;;;;1990-07-30;;40;;1;"Suscipit inventore qui suscipit eos inventore neque non.";attr_opt_attr_561;2004-06-20;;;;"Amet sequi aspernatur explicabo ipsam.";;;559;METER;;;"Sit distinctio accusantium et non omnis temporibus rerum.";;;;533;METER;0;;;;;;;;;;;;;0;0;;;;;;;;;;;0;1;;;;;;;;;;;;
id-3273;fam_14;;master_2_3_0,master_1_1_4;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_06;attr_opt_attr_00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_965;;;;563;METER;;;"Debitis asperiores fugiat cum sit quisquam odio.";;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;"Qui repellat a autem exercitationem architecto asperiores.";;;;;;;;;
id-3274;fam_18;;master_5_2,master_4_3_2;0;;attr_opt_attr_520;;;;;;;;;0;attr_opt_attr_348;110;;;;;;;attr_opt_attr_219;;attr_opt_attr_03;attr_opt_attr_06;;"Deserunt delectus aperiam voluptatum distinctio repudiandae.";;;;;;;;;1989-04-21;1978-06-22;;;;;;;;;;attr_opt_attr_150;;;;;;657;30;;759;;384;855;;662;41;;;;;21;;;;attr_opt_attr_568;1975-01-12;;;attr_opt_attr_963;;;;264;METER;;;"Illum corrupti consequuntur sed illo.";;;;;;;;;;"Eius rerum quae quod sunt dolorum.";;;;;;;;;0;0;;;;;;;;;;;1;;;;;;;;;;;;attr_opt_attr_642;
id-3275;fam_43;;master_1_2_4,master_2_3_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2001-07-03;;;"Est quos eveniet commodi illum.";0;;;;;;;;;;;;;;;;;attr_opt_attr_255;;;;;;;"Impedit dolorum aperiam nesciunt dolor et.";;;;;;;;;;;;;173;;;;;;;;;;715;METER;;;;;;;;;;"Eos ea perspiciatis culpa perspiciatis soluta sed."
id-3276;fam_35;;master_1_6,master_3_2_4;1;;;;;;;;;206;METER;0;attr_opt_attr_342;;;0;;;;1990-04-01;;;;;;"Provident sapiente veniam voluptatem assumenda quia est maiores.";;;;;;;;;;2015-02-19;;;;648;METER;;;;;;;;;;;785;934;;;;;;;;;596;355;;;;"Quos consectetur explicabo ducimus qui commodi quis.";;;attr_opt_attr_564;;1975-12-05;2008-03-24;attr_opt_attr_965;;;;;;;;;931;METER;attr_opt_attr_251;826;METER;;824;"Nihil facilis excepturi aut modi sed quasi.";"Voluptatem eum sunt molestiae doloribus voluptatem a aut.";"Ut qui cum vel est.";;"Veritatis ipsa quo doloremque earum.";348;;;;164;METER;;;678;METER;;;;;;2012-04-12;;;1;;;;"Eos amet rerum nulla qui.";361;782;604;;;;;;"Mollitia facere est fugit omnis dolorem nesciunt ut."
id-3277;fam_22;;master_1_5_1,master_2_5_0;1;;;;1996-05-26;"Sit in cumque optio dolores modi at est.";;;;;;;;;0;0;;;;;;;;;;"Qui temporibus soluta aliquid est.";;;;;843;776;;;;;"Repudiandae laboriosam provident id quisquam.";;;573;METER;;;;;;;;221;298;;683;32;;489;;;;;;;167;260;;;701;"Occaecati cupiditate vero esse unde tempora sit.";0;"Soluta consectetur magnam velit odit tempore.";attr_opt_attr_563;;;;;;;;;;244;;;;;;;;;;;;"Nemo odio iure dolor porro et.";;;743;;;;190;METER;;;918;METER;;;;;;1976-05-31;276;METER;0;;313;METER;"Eos deleniti harum magni sed.";;;;;;0;;attr_opt_attr_643;"Autem est hic quibusdam."
id-3278;fam_42;;master_5_4_6,master_5_6_6;1;;;;;;;;attr_opt_attr_639;477;METER;;;;;;;;;;;;;;;"Eius ea necessitatibus sed et.";;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Corporis explicabo distinctio excepturi et qui aut ut.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116;;;;;;;;
id-3279;fam_4;;master_5_1_3,master_2_5_3;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1979-01-26;1975-07-19;1997-02-11;;;;;;;;;;;;;;;1;;"Expedita est at expedita natus ea consequatur nulla.";"Eveniet molestiae unde sint sunt sit quis id.";;;;;;;;;;;;;;;"Error ab quia sed doloribus vitae ullam molestiae impedit.";;;;;;;;;;;;;;;;;;;;
id-3280;fam_10;;master_1_3_6,master_1_6_6;1;;;attr_opt_attr_238;1991-01-08;;11;626;;914;METER;;attr_opt_attr_343;471;;;;;;2013-05-13;;;;;;"Voluptas quam sunt rerum voluptates corporis iure sint.";;;;;;;;;2007-01-07;1979-05-10;;;;437;METER;;;;;;;;;;;407;166;;;;;;;;;210;254;;;811;;;"Accusantium consequatur velit magni ullam.";;;;;;;;;;;;;;;;attr_opt_attr_257;;;;;"Molestiae nihil iste maxime qui esse explicabo inventore.";"Est asperiores vel eum modi vitae quia quae.";"Et perspiciatis occaecati quaerat est asperiores sit voluptatem.";;;;attr_opt_attr_919;463;attr_opt_attr_62;;;;;573;METER;;;;;;;221;METER;;;;;"Ut beatae ullam ea alias.";496;;;;;;;;
id-3281;fam_16;;master_5_0_4,master_4_1_6;;;;attr_opt_attr_235;1973-12-04;;320;29;;;;;;;0;;;;;;;;attr_opt_attr_01;attr_opt_attr_09;;"Culpa autem delectus natus corrupti.";;;;;;;;;;;;"Hello world!";;307;METER;2010-05-08;1982-01-26;;;;;;;;;410;383;;;;15;151;;;;611;957;;;;"Aut recusandae consequuntur velit ea.";1;;;;1988-03-26;1985-07-15;;;;;709;METER;287;;;;;attr_opt_attr_253;;;;;"Tempore sint enim dolores sed deserunt qui.";"Nesciunt fugit fugiat commodi voluptas dolor molestiae.";"Ducimus sit tenetur aut ipsum quia voluptas.";;;;attr_opt_attr_916;569;;;;;;110;METER;;;;;;1990-02-06;;;;;;;"Fuga voluptas aut ullam aspernatur ducimus officiis magni.";777;;;;;1;;;
id-3282;fam_16;;master_3_0_1,master_6_4_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;388;;"Aut velit dolores numquam.";;;;2007-10-30;;;;;;;;;;;;;;;;;;164;;;;;;;attr_opt_attr_913;;;;;;;384;METER;;;;;;;;;;0;;;;;;;;;0;;;
id-3283;fam_27;;master_5_1_4,master_3_5_6;;;;;;"Possimus iste vitae laudantium magni.";;;attr_opt_attr_635;;;;;560;;1;;;;1997-06-03;;;attr_opt_attr_01;attr_opt_attr_01;;"Voluptatum optio itaque fuga animi vitae occaecati vel.";;;;;422;52;;1;2010-07-06;;;;;;;2009-03-02;2001-06-10;;;attr_opt_attr_153;;;;;;;;;691;;477;937;"Temporibus eos ea exercitationem voluptates est consequatur vel.";;;;;;347;;"Id expedita sed amet hic.";;;attr_opt_attr_563;;;;attr_opt_attr_963;;;;612;METER;344;;;;;attr_opt_attr_253;;;1;;;;"Ut reprehenderit et soluta.";;;921;attr_opt_attr_916;263;;226;METER;;;;;901;;;;;;140;METER;0;;;;"Eligendi id ipsum at doloribus voluptas voluptas.";;;;;;;;;"Ipsa voluptate rerum veniam et vel delectus saepe."
id-3284;fam_20;;master_5_5_4,master_2_3_4;;;;attr_opt_attr_239;;;;;;115;METER;;attr_opt_attr_343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124;668;;;;;;;;;;0;;;;;;;;;;;;;;;885;METER;;;;0;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
id-3285;fam_17;;master_0_0_3,master_6_3_0;;;;;;;;;;;;;;575;;1;;;;;;;;;;"Nemo quod voluptatum nostrum aspernatur qui animi in.";;;;;;;;0;;1988-08-21;;"Hello world!";;;;;;;;attr_opt_attr_156;;;;;;836;124;;;;;;;361;955;;;2013-09-30;;606;"Eligendi placeat molestiae quasi odio earum et et.";;;attr_opt_attr_567;;;;attr_opt_attr_960;"A eum laborum ea incidunt eius consequatur.";;;;;;;"Ipsum pariatur rem ut aut dolores non ut.";;;attr_opt_attr_252;39;METER;;888;;;;;;48;;364;;657;METER;;;42;METER;516;"A eveniet quaerat ullam porro.";;;;;;;;;;;;;701;915;;;1;;attr_opt_attr_641;
id-3286;fam_15;;master_2_1_3,master_1_5_5;;;;;1974-02-04;"Dolorem quidem et eligendi aut.";340;65;attr_opt_attr_636;;;;;677;;0;;;;;;;;;;"Asperiores corrupti dolores dolore perspiciatis ut asperiores illo.";;;;;624;376;;;2013-09-28;1978-06-23;;;;;;;;;;;;;358;936;;293;774;;;"Placeat expedita suscipit repellendus nihil harum.";;;;;;200;160;;315;797;;;;;1980-10-26;;;;;;;580;METER;;;"Nihil eum facere iusto.";101;METER;;135;METER;;;;;;;;378;;;attr_opt_attr_62;273;METER;;;354;METER;;;;;;1976-07-26;351;METER;0;1;;;"Consectetur dicta debitis facere omnis iusto minima.";616;438;341;;;0;;;"Ipsa porro eveniet autem veritatis aspernatur omnis ut."
id-3287;fam_40;;master_4_2,master_1_4_1;;2002-10-14;;;;;;;;;;1;;715;;1;;;attr_opt_attr_495;1979-09-15;;;;;;"Ut quis aut quos tenetur ex et quisquam.";;;;;619;867;;1;1977-09-08;2001-12-21;"Dolorum aut minus earum perferendis aspernatur qui.";;;;;;;;;;;;255;340;;;;;718;;;;"Sunt natus minus asperiores et consequuntur quos sapiente.";;;;;;;;;1;"Dignissimos itaque voluptas porro totam molestiae.";attr_opt_attr_565;;;;;;;;325;METER;;;;;;;;;;171;;;;;;804;attr_opt_attr_911;;;569;METER;;;;;;;;;;2001-05-01;658;METER;;1;;;;241;15;835;;;0;;;
id-3288;fam_37;;master_2_5_5,master_1_3;;;;attr_opt_attr_239;1977-07-10;"Dolor est perspiciatis quo consequuntur aut alias.";163;1000;attr_opt_attr_630;;;1;attr_opt_attr_340;;;;;;attr_opt_attr_492;;;;attr_opt_attr_05;attr_opt_attr_03;;"Ut rerum dolorum consequatur labore consequatur libero.";;;;;;;;;;;"Ea dolorem dolor rerum assumenda nihil.";;;;;1975-12-19;1999-06-23;;;;;;;;;850;632;;538;;;;"Perferendis ea vel adipisci nulla qui.";611;487;;;2000-04-17;;;;;;attr_opt_attr_563;;;;;;;;;;325;;"Dolorum quis molestias reiciendis corporis est ut in.";;;attr_opt_attr_251;513;METER;;;"Est nam nostrum commodi delectus.";"Impedit odit a magni est.";;;;823;attr_opt_attr_916;;;;;1;1;395;METER;132;"Amet eaque illo et qui saepe vitae est.";;;;;256;METER;;;;;"Et facilis quo tempore voluptatem ut autem hic.";798;;;;;;;attr_opt_attr_642;"Quidem sunt qui similique illo et dicta."
